sample_site_code sample_year sample_month sample_day sample_hour sample_minute sample_seconds sample_id sample_method parameter_formula analysis_group_abbr analysis_value analysis_uncertainty analysis_flag analysis_instrument analysis_year analysis_month analysis_day analysis_hour analysis_minute analysis_seconds sample_latitude sample_longitude sample_altitude sample_elevation sample_intake_height event_number
ZEP 2016 10 06 07 45 00   540-99 P      co2     CCGG   399.170     0.070 flag L10 2016 11 04 09 28 00  78.9067   11.8883   479.00   474.00     5.00   416129
ZEP 2016 10 13 07 50 00  1667-99 P      co2     CCGG   400.230     0.070 flag L10 2016 11 16 11 50 00  78.9067   11.8883   479.00   474.00     5.00   416619
ZEP 2016 10 13 07 50 00  1668-99 P      co2     CCGG   400.370     0.070 flag L10 2016 11 16 12 06 00  78.9067   11.8883   479.00   474.00     5.00   416620
ZEP 2016 10 20 08 13 00  1625-99 P      co2     CCGG   404.390     0.070 flag L10 2016 11 15 13 23 00  78.9067   11.8883   479.00   474.00     5.00   416573
ZEP 2016 10 20 08 13 00  1626-99 P      co2     CCGG   404.380     0.070 flag L10 2016 11 15 13 39 00  78.9067   11.8883   479.00   474.00     5.00   416574
ZEP 2016 10 27 07 37 00  1851-99 P      co2     CCGG   411.030     0.070 flag L10 2016 11 28 10 48 00  78.9067   11.8883   479.00   474.00     5.00   417105
ZEP 2016 10 27 07 37 00  1852-99 P      co2     CCGG   410.960     0.070 flag L10 2016 11 28 11 03 00  78.9067   11.8883   479.00   474.00     5.00   417106
ZEP 2016 11 03 08 35 00  4419-99 P      co2     CCGG   404.040     0.070 flag L10 2016 11 28 11 19 00  78.9067   11.8883   479.00   474.00     5.00   417107
ZEP 2016 11 03 08 35 00  4420-99 P      co2     CCGG   404.030     0.070 flag L10 2016 11 28 11 35 00  78.9067   11.8883   479.00   474.00     5.00   417108
ZEP 2016 11 10 08 59 00  5117-99 P      co2     CCGG   405.990     0.070 flag L10 2016 12 09 09 06 00  78.9067   11.8883   479.00   474.00     5.00   417689
ZEP 2016 11 10 08 59 00  5118-99 P      co2     CCGG   405.920     0.070 flag L10 2016 12 09 09 22 00  78.9067   11.8883   479.00   474.00     5.00   417690
ZEP 2016 11 17 08 36 00   747-99 P      co2     CCGG   405.930     0.070 flag L10 2016 12 09 09 38 00  78.9067   11.8883   479.00   474.00     5.00   417691
ZEP 2016 11 17 08 36 00   748-99 P      co2     CCGG   405.890     0.070 flag L10 2016 12 09 09 54 00  78.9067   11.8883   479.00   474.00     5.00   417692
ZEP 2016 11 23 08 50 00  5294-99 P      co2     CCGG   411.470     0.070 flag L10 2016 12 29 10 30 00  78.9067   11.8883   479.00   474.00     5.00   418430
ZEP 2016 12 01 09 39 00  5403-99 P      co2     CCGG   410.030     0.070 flag L10 2016 12 27 13 56 00  78.9067   11.8883   479.00   474.00     5.00   418431
ZEP 2016 12 01 09 39 00  5404-99 P      co2     CCGG   410.060     0.070 flag L10 2016 12 27 14 12 00  78.9067   11.8883   479.00   474.00     5.00   418432
ZEP 2016 12 08 08 57 00  3795-99 P      co2     CCGG   408.270     0.070 flag L10 2017 01 27 16 30 00  78.9067   11.8883   479.00   474.00     5.00   419571
ZEP 2016 12 08 08 57 00  3796-99 P      co2     CCGG   408.310     0.070 flag L10 2017 01 27 16 46 00  78.9067   11.8883   479.00   474.00     5.00   419572
ZEP 2016 12 15 08 32 00  2713-99 P      co2     CCGG   408.460     0.070 flag L10 2017 01 27 15 59 00  78.9067   11.8883   479.00   474.00     5.00   419567
ZEP 2016 12 15 08 32 00  2714-99 P      co2     CCGG   408.490     0.070 flag L10 2017 01 27 16 14 00  78.9067   11.8883   479.00   474.00     5.00   419568
ZEP 2016 12 22 09 45 00  3357-99 P      co2     CCGG   409.140     0.070 flag L10 2017 01 30 10 19 00  78.9067   11.8883   479.00   474.00     5.00   419569
ZEP 2016 12 22 09 45 00  3358-99 P      co2     CCGG   409.140     0.070 flag L10 2017 01 30 10 35 00  78.9067   11.8883   479.00   474.00     5.00   419570
ZEP 2016 12 30 14 00 00  3831-99 P      co2     CCGG   413.170     0.070 flag L10 2017 01 27 17 02 00  78.9067   11.8883   479.00   474.00     5.00   419565
ZEP 2016 12 30 14 00 00  3832-99 P      co2     CCGG   413.140     0.070 flag L10 2017 01 27 17 18 00  78.9067   11.8883   479.00   474.00     5.00   419566
ZEP 2017 01 05 09 40 00  3195-99 P      co2     CCGG   409.340     0.070 flag L10 2017 02 09 10 40 00  78.9067   11.8883   479.00   474.00     5.00   420163
ZEP 2017 01 05 09 40 00  3196-99 P      co2     CCGG   409.340     0.070 flag L10 2017 02 09 10 56 00  78.9067   11.8883   479.00   474.00     5.00   420164
ZEP 2017 01 12 09 00 00  5593-99 P      co2     CCGG   410.740     0.070 flag L10 2017 02 08 12 58 00  78.9067   11.8883   479.00   474.00     5.00   420161
ZEP 2017 01 12 09 00 00  5594-99 P      co2     CCGG   410.700     0.070 flag L10 2017 02 08 13 14 00  78.9067   11.8883   479.00   474.00     5.00   420162
ZEP 2017 01 19 08 45 00  5361-99 P      co2     CCGG   411.190     0.070 flag L10 2017 02 24 12 19 00  78.9067   11.8883   479.00   474.00     5.00   421115
ZEP 2017 01 19 08 45 00  5362-99 P      co2     CCGG   411.050     0.070 flag L10 2017 02 24 12 35 00  78.9067   11.8883   479.00   474.00     5.00   421116
ZEP 2017 01 26 10 15 00  5681-99 P      co2     CCGG   413.070     0.070 flag L10 2017 02 24 11 48 00  78.9067   11.8883   479.00   474.00     5.00   421113
ZEP 2017 01 26 10 15 00  5682-99 P      co2     CCGG   413.110     0.070 flag L10 2017 02 24 12 03 00  78.9067   11.8883   479.00   474.00     5.00   421114
ZEP 2017 02 02 08 50 00  1539-99 P      co2     CCGG   411.340     0.070 flag L10 2017 03 06 12 05 00  78.9067   11.8883   479.00   474.00     5.00   421574
ZEP 2017 02 02 08 50 00  1540-99 P      co2     CCGG   411.320     0.070 flag L10 2017 03 06 12 20 00  78.9067   11.8883   479.00   474.00     5.00   421575
ZEP 2017 02 09 09 08 00  4061-99 P      co2     CCGG   415.720     0.070 flag L10 2017 03 06 11 33 00  78.9067   11.8883   479.00   474.00     5.00   421576
ZEP 2017 02 09 09 08 00  4062-99 P      co2     CCGG   415.760     0.070 flag L10 2017 03 06 11 49 00  78.9067   11.8883   479.00   474.00     5.00   421577
ZEP 2017 02 16 08 34 00  5081-99 P      co2     CCGG   411.180     0.070 flag  L8 2017 03 24 13 48 00  78.9067   11.8883   479.00   474.00     5.00   422584
ZEP 2017 02 16 08 34 00  5082-99 P      co2     CCGG   411.180     0.070 flag  L8 2017 03 24 14 04 00  78.9067   11.8883   479.00   474.00     5.00   422585
ZEP 2017 02 23 09 14 00   159-99 P      co2     CCGG   414.730     0.070 flag  L8 2017 03 24 14 19 00  78.9067   11.8883   479.00   474.00     5.00   422582
ZEP 2017 02 23 09 14 00   160-99 P      co2     CCGG   414.790     0.070 flag  L8 2017 03 24 14 35 00  78.9067   11.8883   479.00   474.00     5.00   422583
ZEP 2017 03 02 09 07 00  5427-99 P      co2     CCGG   411.240     0.070 flag  L8 2017 04 06 17 28 00  78.9067   11.8883   479.00   474.00     5.00   423331
ZEP 2017 03 02 09 07 00  5428-99 P      co2     CCGG   411.180     0.070 flag  L8 2017 04 06 17 44 00  78.9067   11.8883   479.00   474.00     5.00   423332
ZEP 2017 03 09 08 29 00  4557-99 P      co2     CCGG   411.900     0.070 flag  L8 2017 04 06 16 56 00  78.9067   11.8883   479.00   474.00     5.00   423329
ZEP 2017 03 09 08 29 00  4558-99 P      co2     CCGG   411.870     0.070 flag  L8 2017 04 06 17 12 00  78.9067   11.8883   479.00   474.00     5.00   423330
ZEP 2017 03 16 08 54 00  4701-99 P      co2     CCGG   413.560     0.070 flag  L8 2017 05 11 10 35 00  78.9067   11.8883   479.00   474.00     5.00   424958
ZEP 2017 03 16 08 54 00  4702-99 P      co2     CCGG   413.510     0.070 flag  L8 2017 05 11 10 51 00  78.9067   11.8883   479.00   474.00     5.00   424959
ZEP 2017 03 23 08 41 00  4085-99 P      co2     CCGG   414.120     0.070 flag  L8 2017 05 15 16 36 00  78.9067   11.8883   479.00   474.00     5.00   425288
ZEP 2017 03 23 08 41 00  4086-99 P      co2     CCGG   414.100     0.070 flag  L8 2017 05 15 16 51 00  78.9067   11.8883   479.00   474.00     5.00   425289
ZEP 2017 03 30 07 50 00  5477-99 P      co2     CCGG   413.260     0.070 flag  L8 2017 05 31 12 27 00  78.9067   11.8883   479.00   474.00     5.00   425859
ZEP 2017 03 30 07 50 00  5478-99 P      co2     CCGG   413.290     0.070 flag  L8 2017 05 31 12 42 00  78.9067   11.8883   479.00   474.00     5.00   425860
ZEP 2017 04 06 07 55 00  2737-99 P      co2     CCGG   415.130     0.070 flag  L8 2017 05 31 12 58 00  78.9067   11.8883   479.00   474.00     5.00   425857
ZEP 2017 04 06 07 55 00  2738-99 P      co2     CCGG   415.060     0.070 flag  L8 2017 05 31 13 14 00  78.9067   11.8883   479.00   474.00     5.00   425858
ZEP 2017 04 13 07 33 00  5707-99 P      co2     CCGG   413.300     0.070 flag  L8 2017 05 30 14 28 00  78.9067   11.8883   479.00   474.00     5.00   425823
ZEP 2017 04 13 07 33 00  5708-99 P      co2     CCGG   413.320     0.070 flag  L8 2017 05 30 14 44 00  78.9067   11.8883   479.00   474.00     5.00   425824
ZEP 2017 04 20 08 09 00  5431-99 P      co2     CCGG   413.210     0.070 flag  L8 2017 05 31 13 30 00  78.9067   11.8883   479.00   474.00     5.00   425861
ZEP 2017 04 20 08 09 00  5432-99 P      co2     CCGG   413.180     0.070 flag  L8 2017 05 31 13 46 00  78.9067   11.8883   479.00   474.00     5.00   425862
ZEP 2017 04 27 07 55 00  4197-99 P      co2     CCGG   412.740     0.070 flag  L8 2017 05 31 11 55 00  78.9067   11.8883   479.00   474.00     5.00   425855
ZEP 2017 04 27 07 55 00  4198-99 P      co2     CCGG   412.770     0.070 flag  L8 2017 05 31 12 11 00  78.9067   11.8883   479.00   474.00     5.00   425856
ZEP 2017 05 04 07 57 00  3135-99 P      co2     CCGG   412.200     0.070 flag  L8 2017 05 31 11 23 00  78.9067   11.8883   479.00   474.00     5.00   425853
ZEP 2017 05 04 07 57 00  3136-99 P      co2     CCGG   412.190     0.070 flag  L8 2017 05 31 11 39 00  78.9067   11.8883   479.00   474.00     5.00   425854
ZEP 2017 05 11 07 36 00  5341-99 P      co2     CCGG   413.240     0.070 flag  L8 2017 06 12 15 56 00  78.9067   11.8883   479.00   474.00     5.00   426386
ZEP 2017 05 11 07 36 00  5342-99 P      co2     CCGG   413.200     0.070 flag  L8 2017 06 12 16 12 00  78.9067   11.8883   479.00   474.00     5.00   426387
ZEP 2017 05 18 07 45 00  1261-99 P      co2     CCGG   413.350     0.070 flag  L8 2017 06 12 14 52 00  78.9067   11.8883   479.00   474.00     5.00   426388
ZEP 2017 05 18 07 45 00  1262-99 P      co2     CCGG   413.410     0.070 flag  L8 2017 06 12 15 07 00  78.9067   11.8883   479.00   474.00     5.00   426389
ZEP 2017 05 25 07 35 00  3099-99 P      co2     CCGG   413.230     0.070 flag  L8 2017 06 22 09 11 00  78.9067   11.8883   479.00   474.00     5.00   427117
ZEP 2017 05 25 07 35 00  3100-99 P      co2     CCGG   413.200     0.070 flag  L8 2017 06 22 09 27 00  78.9067   11.8883   479.00   474.00     5.00   427118
ZEP 2017 06 01 08 42 00  2065-99 P      co2     CCGG   411.910     0.070 flag  L8 2017 06 22 09 43 00  78.9067   11.8883   479.00   474.00     5.00   427119
ZEP 2017 06 01 08 42 00  2066-99 P      co2     CCGG   411.960     0.070 flag  L8 2017 06 22 09 58 00  78.9067   11.8883   479.00   474.00     5.00   427120
ZEP 2017 06 08 07 26 00  5531-99 P      co2     CCGG   410.140     0.070 flag  L8 2017 07 18 13 46 00  78.9067   11.8883   479.00   474.00     5.00   427815
ZEP 2017 06 08 07 26 00  5532-99 P      co2     CCGG   410.160     0.070 flag  L8 2017 07 18 14 02 00  78.9067   11.8883   479.00   474.00     5.00   427816
ZEP 2017 06 15 07 38 00  5155-99 P      co2     CCGG   408.930     0.070 flag  L8 2017 07 18 13 14 00  78.9067   11.8883   479.00   474.00     5.00   427817
ZEP 2017 06 15 07 38 00  5156-99 P      co2     CCGG   408.870     0.070 flag  L8 2017 07 18 13 30 00  78.9067   11.8883   479.00   474.00     5.00   427818
ZEP 2017 06 22 08 23 00  5591-99 P      co2     CCGG   408.640     0.070 flag  L8 2017 07 24 15 08 00  78.9067   11.8883   479.00   474.00     5.00   428178
ZEP 2017 06 22 08 23 00  5592-99 P      co2     CCGG   408.620     0.070 flag  L8 2017 07 24 15 23 00  78.9067   11.8883   479.00   474.00     5.00   428179
ZEP 2017 06 29 07 53 00  4959-99 P      co2     CCGG   408.480     0.070 flag  L8 2017 07 25 16 14 00  78.9067   11.8883   479.00   474.00     5.00   428166
ZEP 2017 06 29 07 53 00  4960-99 P      co2     CCGG   408.540     0.070 flag  L8 2017 07 25 16 30 00  78.9067   11.8883   479.00   474.00     5.00   428167
ZEP 2017 07 06 07 36 00  2885-99 P      co2     CCGG   406.910     0.070 flag  L8 2017 08 04 15 35 00  78.9067   11.8883   479.00   474.00     5.00   428738
ZEP 2017 07 06 07 36 00  2886-99 P      co2     CCGG   407.270     0.070 flag  L8 2017 08 04 15 51 00  78.9067   11.8883   479.00   474.00     5.00   428739
ZEP 2017 07 13 07 50 00   125-99 P      co2     CCGG   403.180     0.070 flag  L8 2017 08 04 15 03 00  78.9067   11.8883   479.00   474.00     5.00   428736
ZEP 2017 07 13 07 50 00   126-99 P      co2     CCGG   403.100     0.070 flag  L8 2017 08 04 15 19 00  78.9067   11.8883   479.00   474.00     5.00   428737
ZEP 2017 07 20 08 44 00  1083-99 P      co2     CCGG   401.690     0.070 flag  L8 2017 08 21 16 54 00  78.9067   11.8883   479.00   474.00     5.00   429459
ZEP 2017 07 20 08 44 00  1084-99 P      co2     CCGG   401.820     0.070 flag  L8 2017 08 21 17 10 00  78.9067   11.8883   479.00   474.00     5.00   429460
ZEP 2017 07 27 12 34 56  4931-99 P      co2     CCGG   400.120     0.070 flag  L8 2017 08 21 16 38 00  78.9067   11.8883   479.00   474.00     5.00   429457
ZEP 2017 07 27 12 34 56  4932-99 P      co2     CCGG   400.150     0.070 flag  L8 2017 08 21 16 22 00  78.9067   11.8883   479.00   474.00     5.00   429458
ZEP 2017 08 03 07 32 00  3927-99 P      co2     CCGG   398.630     0.070 flag  L8 2017 09 08 12 24 00  78.9067   11.8883   479.00   474.00     5.00   430057
ZEP 2017 08 03 07 32 00  3928-99 P      co2     CCGG   398.710     0.070 flag  L8 2017 09 08 12 39 00  78.9067   11.8883   479.00   474.00     5.00   430058
ZEP 2017 08 10 07 39 00  1203-99 P      co2     CCGG   397.160     0.070 flag  L8 2017 09 08 12 55 00  78.9067   11.8883   479.00   474.00     5.00   430059
ZEP 2017 08 10 07 39 00  1204-99 P      co2     CCGG   397.120     0.070 flag  L8 2017 09 08 13 11 00  78.9067   11.8883   479.00   474.00     5.00   430060
ZEP 2017 08 17 12 04 00  1823-99 P      co2     CCGG   396.350     0.070 flag  L8 2017 09 19 12 10 00  78.9067   11.8883   479.00   474.00     5.00   430774
ZEP 2017 08 17 12 04 00  1824-99 P      co2     CCGG   396.330     0.070 flag  L8 2017 09 19 12 25 00  78.9067   11.8883   479.00   474.00     5.00   430773
ZEP 2017 08 24 07 31 00  4477-99 P      co2     CCGG   396.160     0.070 flag  L8 2017 09 19 12 41 00  78.9067   11.8883   479.00   474.00     5.00   430771
ZEP 2017 08 24 07 31 00  4478-99 P      co2     CCGG   396.090     0.070 flag  L8 2017 09 19 12 57 00  78.9067   11.8883   479.00   474.00     5.00   430772
ZEP 2017 08 31 07 45 00  5297-99 P      co2     CCGG   395.910     0.070 flag  L8 2017 10 02 14 34 00  78.9067   11.8883   479.00   474.00     5.00   431633
ZEP 2017 08 31 07 45 00  5298-99 P      co2     CCGG   395.810     0.070 flag  L8 2017 10 02 14 50 00  78.9067   11.8883   479.00   474.00     5.00   431634
ZEP 2017 09 07 07 35 00  3577-99 P      co2     CCGG   395.280     0.070 flag  L8 2017 10 02 14 03 00  78.9067   11.8883   479.00   474.00     5.00   431631
ZEP 2017 09 07 07 35 00  3578-99 P      co2     CCGG   395.310     0.070 flag  L8 2017 10 02 14 18 00  78.9067   11.8883   479.00   474.00     5.00   431632
ZEP 2017 09 14 12 34 56  3551-99 P      co2     CCGG   399.470     0.070 flag  L8 2017 10 18 16 34 00  78.9067   11.8883   479.00   474.00     5.00   432589
ZEP 2017 09 14 12 34 56  3552-99 P      co2     CCGG   399.500     0.070 flag  L8 2017 10 18 16 50 00  78.9067   11.8883   479.00   474.00     5.00   432590
ZEP 2017 09 21 08 38 00  5559-99 P      co2     CCGG   397.770     0.070 flag  L8 2017 10 18 12 49 00  78.9067   11.8883   479.00   474.00     5.00   432503
ZEP 2017 09 21 08 38 00  5560-99 P      co2     CCGG   397.810     0.070 flag  L8 2017 10 18 13 05 00  78.9067   11.8883   479.00   474.00     5.00   432504
ZEP 2017 09 28 08 40 00   603-99 P      co2     CCGG   408.830     0.070 flag  L8 2017 11 03 09 01 00  78.9067   11.8883   479.00   474.00     5.00   433325
ZEP 2017 09 28 08 40 00   604-99 P      co2     CCGG   408.800     0.070 flag  L8 2017 11 03 09 16 00  78.9067   11.8883   479.00   474.00     5.00   433326
ZEP 2017 10 05 08 32 00  5773-99 P      co2     CCGG   404.890     0.070 flag  L8 2017 11 03 08 29 00  78.9067   11.8883   479.00   474.00     5.00   433329
ZEP 2017 10 05 08 32 00  5774-99 P      co2     CCGG   404.890     0.070 flag  L8 2017 11 03 08 45 00  78.9067   11.8883   479.00   474.00     5.00   433330
ZEP 2017 10 12 08 12 00  1843-99 P      co2     CCGG   402.690     0.070 flag  L8 2017 11 09 09 55 00  78.9067   11.8883   479.00   474.00     5.00   433817
ZEP 2017 10 12 08 12 00  1844-99 P      co2     CCGG   402.730     0.070 flag  L8 2017 11 09 10 11 00  78.9067   11.8883   479.00   474.00     5.00   433818
ZEP 2017 10 19 07 40 00  5563-99 P      co2     CCGG   405.000     0.070 flag  L8 2017 11 09 08 52 00  78.9067   11.8883   479.00   474.00     5.00   433819
ZEP 2017 10 19 07 40 00  5564-99 P      co2     CCGG   405.000     0.070 flag  L8 2017 11 09 09 08 00  78.9067   11.8883   479.00   474.00     5.00   433820
ZEP 2017 10 26 07 25 00  3143-99 P      co2     CCGG   403.820     0.070 flag  L8 2017 12 01 10 09 00  78.9067   11.8883   479.00   474.00     5.00   434871
ZEP 2017 10 26 07 25 00  3144-99 P      co2     CCGG   403.830     0.070 flag  L8 2017 12 01 10 25 00  78.9067   11.8883   479.00   474.00     5.00   434872
ZEP 2017 11 02 08 36 00  5775-99 P      co2     CCGG   407.380     0.070 flag  L8 2017 12 01 09 37 00  78.9067   11.8883   479.00   474.00     5.00   434873
ZEP 2017 11 02 08 36 00  5776-99 P      co2     CCGG   407.330     0.070 flag  L8 2017 12 01 09 53 00  78.9067   11.8883   479.00   474.00     5.00   434874
ZEP 2017 11 10 14 11 00  5007-99 P      co2     CCGG   409.600     0.070 flag  L8 2017 12 12 15 46 00  78.9067   11.8883   479.00   474.00     5.00   435436
ZEP 2017 11 10 14 11 00  5008-99 P      co2     CCGG   409.490     0.070 flag  L8 2017 12 12 16 02 00  78.9067   11.8883   479.00   474.00     5.00   435437
ZEP 2017 11 16 08 40 00  4061-99 P      co2     CCGG   413.660     0.070 flag  L8 2017 12 12 15 14 00  78.9067   11.8883   479.00   474.00     5.00   435438
ZEP 2017 11 16 08 40 00  4062-99 P      co2     CCGG   413.700     0.070 flag  L8 2017 12 12 15 30 00  78.9067   11.8883   479.00   474.00     5.00   435439
ZEP 2017 11 23 08 35 00  4089-99 P      co2     CCGG   427.930     0.070 flag  L8 2017 12 13 15 07 00  78.9067   11.8883   479.00   474.00     5.00   435400
ZEP 2017 11 23 08 35 00  4090-99 P      co2     CCGG   426.510     0.070 flag  L8 2017 12 13 15 23 00  78.9067   11.8883   479.00   474.00     5.00   435401
ZEP 2017 11 30 08 45 00  3691-99 P      co2     CCGG   409.520     0.070 flag  L8 2018 02 07 16 28 00  78.9067   11.8883   479.00   474.00     5.00   437914
ZEP 2017 11 30 08 45 00  3692-99 P      co2     CCGG   409.500     0.070 flag  L8 2018 02 07 16 44 00  78.9067   11.8883   479.00   474.00     5.00   437915
ZEP 2017 12 07 08 53 00   103-99 P      co2     CCGG   410.530     0.070 flag  L8 2018 02 07 17 00 00  78.9067   11.8883   479.00   474.00     5.00   437916
ZEP 2017 12 07 08 53 00   104-99 P      co2     CCGG   410.410     0.070 flag  L8 2018 02 07 17 16 00  78.9067   11.8883   479.00   474.00     5.00   437917
ZEP 2017 12 14 08 57 00  4245-99 P      co2     CCGG   416.750     0.070 flag  L8 2018 02 07 12 46 00  78.9067   11.8883   479.00   474.00     5.00   437698
ZEP 2017 12 14 08 57 00  4246-99 P      co2     CCGG   416.630     0.070 flag  L8 2018 02 07 13 02 00  78.9067   11.8883   479.00   474.00     5.00   437699
ZEP 2017 12 21 08 40 00  3187-99 P      co2     CCGG   411.040     0.070 flag  L8 2018 02 07 13 18 00  78.9067   11.8883   479.00   474.00     5.00   437700
ZEP 2017 12 21 08 40 00  3188-99 P      co2     CCGG   411.040     0.070 flag  L8 2018 02 07 13 34 00  78.9067   11.8883   479.00   474.00     5.00   437701
ZEP 2017 12 28 08 05 00  5109-99 P      co2     CCGG   411.060     0.070 flag  L8 2018 02 07 14 06 00  78.9067   11.8883   479.00   474.00     5.00   437702
