sample_site_code sample_year sample_month sample_day sample_hour sample_minute sample_seconds sample_id sample_method parameter_formula analysis_group_abbr analysis_value analysis_uncertainty analysis_flag analysis_instrument analysis_year analysis_month analysis_day analysis_hour analysis_minute analysis_seconds sample_latitude sample_longitude sample_altitude sample_elevation sample_intake_height event_number
ZEP 2010 12 23 09 25 00   295-99 P      co2     CCGG   393.930     0.070 flag  L8 2011 01 18 12 19 00  78.9067   11.8883   479.00   474.00     5.00   311038
ZEP 2010 12 23 09 25 00   296-99 P      co2     CCGG   394.000     0.070 flag  L8 2011 01 18 12 33 00  78.9067   11.8883   479.00   474.00     5.00   311039
ZEP 2010 12 30 10 55 00  3013-99 P      co2     CCGG   394.390     0.070 flag  L8 2011 01 18 12 48 00  78.9067   11.8883   479.00   474.00     5.00   311040
ZEP 2010 12 30 10 55 00  3014-99 P      co2     CCGG   394.310     0.070 flag  L8 2011 01 18 13 03 00  78.9067   11.8883   479.00   474.00     5.00   311041
ZEP 2011 01 06 10 10 00   811-91 P      co2     CCGG   396.930     0.070 flag  L8 2011 02 18 14 42 00  78.9067   11.8883   479.00   474.00     5.00   312708
ZEP 2011 01 06 10 10 00   812-91 P      co2     CCGG   396.920     0.070 flag  L8 2011 02 18 14 58 00  78.9067   11.8883   479.00   474.00     5.00   312709
ZEP 2011 01 13 09 45 00   749-99 P      co2     CCGG   395.650     0.070 flag L10 2011 02 18 14 42 00  78.9067   11.8883   479.00   474.00     5.00   312710
ZEP 2011 01 13 09 45 00   750-99 P      co2     CCGG   395.670     0.070 flag L10 2011 02 18 14 59 00  78.9067   11.8883   479.00   474.00     5.00   312711
ZEP 2011 01 21 10 04 00  3927-99 P      co2     CCGG   396.500     0.070 flag L10 2011 02 16 11 24 00  78.9067   11.8883   479.00   474.00     5.00   312533
ZEP 2011 01 21 10 04 00  3928-99 P      co2     CCGG   396.490     0.070 flag L10 2011 02 16 11 40 00  78.9067   11.8883   479.00   474.00     5.00   312534
ZEP 2011 01 27 08 35 00   811-99 P      co2     CCGG   396.170     0.070 flag L10 2011 02 16 11 56 00  78.9067   11.8883   479.00   474.00     5.00   312535
ZEP 2011 01 27 08 35 00   812-99 P      co2     CCGG   396.150     0.070 flag L10 2011 02 16 12 12 00  78.9067   11.8883   479.00   474.00     5.00   312536
ZEP 2011 02 03 08 36 00  5137-99 P      co2     CCGG   396.180     0.070 flag L10 2011 03 15 14 11 00  78.9067   11.8883   479.00   474.00     5.00   314136
ZEP 2011 02 03 08 36 00  5138-99 P      co2     CCGG   396.210     0.070 flag L10 2011 03 15 14 27 00  78.9067   11.8883   479.00   474.00     5.00   314137
ZEP 2011 02 10 14 00 00  5103-99 P      co2     CCGG   396.160     0.070 flag L10 2011 03 15 14 44 00  78.9067   11.8883   479.00   474.00     5.00   314134
ZEP 2011 02 10 14 00 00  5104-99 P      co2     CCGG   396.040     0.070 flag L10 2011 03 15 15 00 00  78.9067   11.8883   479.00   474.00     5.00   314135
ZEP 2011 02 17 09 30 00  1433-99 P      co2     CCGG   396.480     0.070 flag L10 2011 03 16 11 27 00  78.9067   11.8883   479.00   474.00     5.00   314152
ZEP 2011 02 17 09 30 00  1434-99 P      co2     CCGG   396.270     0.070 flag L10 2011 03 16 11 43 00  78.9067   11.8883   479.00   474.00     5.00   314153
ZEP 2011 02 24 09 05 00  4809-99 P      co2     CCGG   396.160     0.070 flag L10 2011 03 16 10 54 00  78.9067   11.8883   479.00   474.00     5.00   314150
ZEP 2011 02 24 09 05 00  4810-99 P      co2     CCGG   396.200     0.070 flag L10 2011 03 16 11 10 00  78.9067   11.8883   479.00   474.00     5.00   314151
ZEP 2011 03 03 14 42 00  3583-99 P      co2     CCGG   397.450     0.070 flag L10 2011 04 04 14 18 00  78.9067   11.8883   479.00   474.00     5.00   315304
ZEP 2011 03 03 14 42 00  3584-99 P      co2     CCGG   397.180     0.070 flag L10 2011 04 04 14 34 00  78.9067   11.8883   479.00   474.00     5.00   315305
ZEP 2011 03 10 15 50 00   971-99 P      co2     CCGG   397.810     0.070 flag L10 2011 04 04 13 13 00  78.9067   11.8883   479.00   474.00     5.00   315302
ZEP 2011 03 10 15 50 00   972-99 P      co2     CCGG   397.720     0.070 flag L10 2011 04 04 13 29 00  78.9067   11.8883   479.00   474.00     5.00   315303
ZEP 2011 03 25 09 12 00   739-91 P      co2     CCGG   397.600     0.070 flag L10 2011 05 19 13 59 00  78.9067   11.8883   479.00   474.00     5.00   317873
ZEP 2011 03 25 09 12 00   740-91 P      co2     CCGG   397.580     0.070 flag L10 2011 05 19 14 15 00  78.9067   11.8883   479.00   474.00     5.00   317874
ZEP 2011 03 31 07 40 00  1257-99 P      co2     CCGG   397.890     0.070 flag  L8 2011 05 04 11 52 00  78.9067   11.8883   479.00   474.00     5.00   317138
ZEP 2011 03 31 07 40 00  1258-99 P      co2     CCGG   397.890     0.070 flag  L8 2011 05 04 12 07 00  78.9067   11.8883   479.00   474.00     5.00   317139
ZEP 2011 03 31 07 52 00   801-91 P      co2     CCGG   397.900     0.070 flag L10 2011 05 19 13 26 00  78.9067   11.8883   479.00   474.00     5.00   317871
ZEP 2011 03 31 07 52 00   802-91 P      co2     CCGG   397.920     0.070 flag L10 2011 05 19 13 43 00  78.9067   11.8883   479.00   474.00     5.00   317872
ZEP 2011 04 08 09 28 00   779-99 P      co2     CCGG   397.020     0.070 flag  L8 2011 05 04 12 23 00  78.9067   11.8883   479.00   474.00     5.00   317136
ZEP 2011 04 08 09 28 00   780-99 P      co2     CCGG   397.090     0.070 flag  L8 2011 05 04 12 38 00  78.9067   11.8883   479.00   474.00     5.00   317137
ZEP 2011 04 14 08 19 00  2713-99 P      co2     CCGG   398.190     0.070 flag L10 2011 05 19 17 14 00  78.9067   11.8883   479.00   474.00     5.00   317867
ZEP 2011 04 14 08 19 00  2714-99 P      co2     CCGG   398.820     0.070 flag L10 2011 05 19 17 30 00  78.9067   11.8883   479.00   474.00     5.00   317868
ZEP 2011 04 22 10 41 00  3981-99 P      co2     CCGG   398.000     0.070 flag L10 2011 05 19 16 42 00  78.9067   11.8883   479.00   474.00     5.00   317865
ZEP 2011 04 22 10 41 00  3982-99 P      co2     CCGG   397.510     0.070 flag L10 2011 05 19 16 58 00  78.9067   11.8883   479.00   474.00     5.00   317866
ZEP 2011 04 28 09 05 00  4567-99 P      co2     CCGG   397.770     0.070 flag  L8 2011 06 02 11 00 00  78.9067   11.8883   479.00   474.00     5.00   318411
ZEP 2011 04 28 09 05 00  4568-99 P      co2     CCGG   397.700     0.070 flag  L8 2011 06 02 11 15 00  78.9067   11.8883   479.00   474.00     5.00   318412
ZEP 2011 05 06 14 44 00  3823-99 P      co2     CCGG   397.470     0.070 flag  L8 2011 06 02 12 01 00  78.9067   11.8883   479.00   474.00     5.00   318413
ZEP 2011 05 12 12 40 00   803-91 P      co2     CCGG   398.130     0.070 flag  L8 2011 06 10 14 14 00  78.9067   11.8883   479.00   474.00     5.00   319060
ZEP 2011 05 12 12 40 00   804-91 P      co2     CCGG   397.490     0.070 flag  L8 2011 06 10 14 30 00  78.9067   11.8883   479.00   474.00     5.00   319061
ZEP 2011 05 20 08 20 00  4989-99 P      co2     CCGG   398.170     0.070 flag  L8 2011 06 10 14 45 00  78.9067   11.8883   479.00   474.00     5.00   319058
ZEP 2011 05 20 08 20 00  4990-99 P      co2     CCGG   398.370     0.070 flag  L8 2011 06 10 15 00 00  78.9067   11.8883   479.00   474.00     5.00   319059
ZEP 2011 05 27 09 40 00  5365-99 P      co2     CCGG   397.930     0.070 flag L10 2011 06 20 13 19 00  78.9067   11.8883   479.00   474.00     5.00   319421
ZEP 2011 05 27 09 40 00  5366-99 P      co2     CCGG   397.950     0.070 flag L10 2011 06 20 13 35 00  78.9067   11.8883   479.00   474.00     5.00   319422
ZEP 2011 06 02 10 40 00  5363-99 P      co2     CCGG   396.290     0.070 flag L10 2011 06 20 12 46 00  78.9067   11.8883   479.00   474.00     5.00   319423
ZEP 2011 06 02 10 40 00  5364-99 P      co2     CCGG   396.310     0.070 flag L10 2011 06 20 13 03 00  78.9067   11.8883   479.00   474.00     5.00   319424
ZEP 2011 06 09 09 29 00  2635-99 P      co2     CCGG   396.170     0.070 flag  L8 2011 07 12 12 38 00  78.9067   11.8883   479.00   474.00     5.00   320224
ZEP 2011 06 09 09 29 00  2636-99 P      co2     CCGG   396.090     0.070 flag  L8 2011 07 12 12 54 00  78.9067   11.8883   479.00   474.00     5.00   320225
ZEP 2011 06 16 08 45 00  4125-99 P      co2     CCGG   395.330     0.070 flag  L8 2011 07 12 13 09 00  78.9067   11.8883   479.00   474.00     5.00   320222
ZEP 2011 06 16 08 45 00  4126-99 P      co2     CCGG   395.390     0.070 flag  L8 2011 07 12 13 24 00  78.9067   11.8883   479.00   474.00     5.00   320223
ZEP 2011 06 23 08 59 00   405-99 P      co2     CCGG   393.280     0.070 flag  L8 2011 07 19 14 31 00  78.9067   11.8883   479.00   474.00     5.00   320511
ZEP 2011 06 23 08 59 00   406-99 P      co2     CCGG   393.320     0.070 flag  L8 2011 07 19 14 46 00  78.9067   11.8883   479.00   474.00     5.00   320512
ZEP 2011 06 30 08 05 00  2067-99 P      co2     CCGG   391.020     0.070 flag  L8 2011 07 19 14 00 00  78.9067   11.8883   479.00   474.00     5.00   320509
ZEP 2011 06 30 08 05 00  2068-99 P      co2     CCGG   390.920     0.070 flag  L8 2011 07 19 14 15 00  78.9067   11.8883   479.00   474.00     5.00   320510
ZEP 2011 07 07 08 21 00  4783-99 P      co2     CCGG   391.140     0.070 flag  L8 2011 07 28 17 17 00  78.9067   11.8883   479.00   474.00     5.00   321398
ZEP 2011 07 07 08 21 00  4784-99 P      co2     CCGG   391.150     0.070 flag  L8 2011 07 28 17 32 00  78.9067   11.8883   479.00   474.00     5.00   321399
ZEP 2011 07 14 07 47 00  3641-99 P      co2     CCGG   387.910     0.070 flag  L8 2011 07 28 16 47 00  78.9067   11.8883   479.00   474.00     5.00   321396
ZEP 2011 07 14 07 47 00  3642-99 P      co2     CCGG   387.930     0.070 flag  L8 2011 07 28 17 02 00  78.9067   11.8883   479.00   474.00     5.00   321397
ZEP 2011 07 22 07 05 00   867-99 P      co2     CCGG   385.950     0.070 flag L10 2011 09 06 15 19 00  78.9067   11.8883   479.00   474.00     5.00   323105
ZEP 2011 07 22 07 05 00   868-99 P      co2     CCGG   386.020     0.070 flag L10 2011 09 06 15 35 00  78.9067   11.8883   479.00   474.00     5.00   323106
ZEP 2011 07 28 07 24 00    79-99 P      co2     CCGG   383.340     0.070 flag L10 2011 09 06 14 47 00  78.9067   11.8883   479.00   474.00     5.00   323103
ZEP 2011 07 28 07 24 00    80-99 P      co2     CCGG   383.540     0.070 flag L10 2011 09 06 15 03 00  78.9067   11.8883   479.00   474.00     5.00   323104
ZEP 2011 08 04 12 30 00  2735-99 P      co2     CCGG   383.830     0.070 flag L10 2011 09 06 16 24 00  78.9067   11.8883   479.00   474.00     5.00   323067
ZEP 2011 08 04 12 30 00  2736-99 P      co2     CCGG   383.770     0.070 flag L10 2011 09 06 16 40 00  78.9067   11.8883   479.00   474.00     5.00   323068
ZEP 2011 08 11 08 07 00  4017-99 P      co2     CCGG   381.010     0.070 flag L10 2011 09 06 15 51 00  78.9067   11.8883   479.00   474.00     5.00   323069
ZEP 2011 08 11 08 07 00  4018-99 P      co2     CCGG   380.880     0.070 flag L10 2011 09 06 16 08 00  78.9067   11.8883   479.00   474.00     5.00   323070
ZEP 2011 08 18 09 25 00  1079-99 P      co2     CCGG   382.110     0.070 flag  L8 2011 09 14 12 38 00  78.9067   11.8883   479.00   474.00     5.00   323422
ZEP 2011 08 18 09 25 00  1080-99 P      co2     CCGG   381.600     0.070 flag  L8 2011 09 14 12 53 00  78.9067   11.8883   479.00   474.00     5.00   323423
ZEP 2011 08 25 07 44 00   297-99 P      co2     CCGG   378.290     0.070 flag  L8 2011 09 14 13 08 00  78.9067   11.8883   479.00   474.00     5.00   323420
ZEP 2011 08 25 07 44 00   298-99 P      co2     CCGG   378.310     0.070 flag  L8 2011 09 14 13 24 00  78.9067   11.8883   479.00   474.00     5.00   323421
ZEP 2011 09 02 09 24 00  5315-99 P      co2     CCGG   379.670     0.070 flag L10 2011 10 06 12 19 00  78.9067   11.8883   479.00   474.00     5.00   324622
ZEP 2011 09 02 09 24 00  5348-99 P      co2     CCGG   379.660     0.070 flag L10 2011 10 06 12 03 00  78.9067   11.8883   479.00   474.00     5.00   324623
ZEP 2011 09 08 09 58 00  5316-99 P      co2     CCGG   382.610     0.070 flag L10 2011 10 06 11 47 00  78.9067   11.8883   479.00   474.00     5.00   324621
ZEP 2011 09 08 09 58 00  5347-99 P      co2     CCGG   382.670     0.070 flag L10 2011 10 06 11 30 00  78.9067   11.8883   479.00   474.00     5.00   324620
ZEP 2011 09 16 08 15 00  5301-99 P      co2     CCGG   380.520     0.070 flag  L8 2011 11 08 16 30 00  78.9067   11.8883   479.00   474.00     5.00   326208
ZEP 2011 09 16 08 15 00  5302-99 P      co2     CCGG   380.530     0.070 flag  L8 2011 11 08 16 45 00  78.9067   11.8883   479.00   474.00     5.00   326209
ZEP 2011 09 23 07 47 00  1535-99 P      co2     CCGG   386.110     0.070 flag  L8 2011 11 08 15 59 00  78.9067   11.8883   479.00   474.00     5.00   326210
ZEP 2011 09 23 07 47 00  1536-99 P      co2     CCGG   386.170     0.070 flag  L8 2011 11 08 16 15 00  78.9067   11.8883   479.00   474.00     5.00   326211
ZEP 2011 09 29 18 30 00  5385-99 P      co2     CCGG   386.800     0.070 flag  L8 2011 11 08 15 29 00  78.9067   11.8883   479.00   474.00     5.00   326206
ZEP 2011 09 29 18 30 00  5386-99 P      co2     CCGG   386.880     0.070 flag  L8 2011 11 08 15 44 00  78.9067   11.8883   479.00   474.00     5.00   326207
ZEP 2011 10 06 16 23 00  1863-99 P      co2     CCGG   387.860     0.070 flag  L8 2011 11 08 14 58 00  78.9067   11.8883   479.00   474.00     5.00   326204
ZEP 2011 10 06 16 23 00  1864-99 P      co2     CCGG   387.730     0.070 flag  L8 2011 11 08 15 14 00  78.9067   11.8883   479.00   474.00     5.00   326205
ZEP 2011 10 13 08 37 00  5185-99 P      co2     CCGG   390.120     0.070 flag  L8 2011 12 06 12 46 00  78.9067   11.8883   479.00   474.00     5.00   327399
ZEP 2011 10 13 08 37 00  5186-99 P      co2     CCGG   390.100     0.070 flag  L8 2011 12 06 13 01 00  78.9067   11.8883   479.00   474.00     5.00   327400
ZEP 2011 10 20 07 55 00  1707-99 P      co2     CCGG   389.960     0.070 flag  L8 2011 12 06 12 15 00  78.9067   11.8883   479.00   474.00     5.00   327401
ZEP 2011 10 20 07 55 00  1708-99 P      co2     CCGG   389.940     0.070 flag  L8 2011 12 06 12 31 00  78.9067   11.8883   479.00   474.00     5.00   327402
ZEP 2011 10 27 07 40 00   479-99 P      co2     CCGG   392.110     0.070 flag  L8 2011 12 06 11 45 00  78.9067   11.8883   479.00   474.00     5.00   327395
ZEP 2011 10 27 07 40 00   480-99 P      co2     CCGG   392.100     0.070 flag  L8 2011 12 06 12 00 00  78.9067   11.8883   479.00   474.00     5.00   327396
ZEP 2011 11 03 08 30 00  1221-99 P      co2     CCGG   391.400     0.070 flag  L8 2011 12 06 11 14 00  78.9067   11.8883   479.00   474.00     5.00   327397
ZEP 2011 11 03 08 30 00  1222-99 P      co2     CCGG   391.390     0.070 flag  L8 2011 12 06 11 30 00  78.9067   11.8883   479.00   474.00     5.00   327398
ZEP 2011 11 10 09 55 00  4825-99 P      co2     CCGG   392.600     0.070 flag  L8 2011 12 13 13 48 00  78.9067   11.8883   479.00   474.00     5.00   327605
ZEP 2011 11 10 09 55 00  4826-99 P      co2     CCGG   392.620     0.070 flag  L8 2011 12 13 14 03 00  78.9067   11.8883   479.00   474.00     5.00   327606
ZEP 2011 11 17 09 45 00   165-99 P      co2     CCGG   393.140     0.070 flag  L8 2011 12 13 14 19 00  78.9067   11.8883   479.00   474.00     5.00   327603
ZEP 2011 11 17 09 45 00   166-99 P      co2     CCGG   393.110     0.070 flag  L8 2011 12 13 14 34 00  78.9067   11.8883   479.00   474.00     5.00   327604
ZEP 2011 11 24 09 17 00  4297-99 P      co2     CCGG   395.800     0.070 flag  L8 2011 12 29 15 25 00  78.9067   11.8883   479.00   474.00     5.00   328239
ZEP 2011 11 24 09 17 00  4298-99 P      co2     CCGG   395.640     0.070 flag  L8 2011 12 29 15 40 00  78.9067   11.8883   479.00   474.00     5.00   328240
ZEP 2011 12 01 15 26 00  4385-99 P      co2     CCGG   400.620     0.070 flag  L8 2011 12 29 14 54 00  78.9067   11.8883   479.00   474.00     5.00   328241
ZEP 2011 12 01 15 26 00  4386-99 P      co2     CCGG   400.630     0.070 flag  L8 2011 12 29 15 09 00  78.9067   11.8883   479.00   474.00     5.00   328242
ZEP 2011 12 08 08 08 00  4503-91 P      co2     CCGG   398.120     0.070 flag  L8 2012 01 13 12 58 00  78.9067   11.8883   479.00   474.00     5.00   329301
ZEP 2011 12 08 08 08 00  4504-91 P      co2     CCGG   398.050     0.070 flag  L8 2012 01 13 13 13 00  78.9067   11.8883   479.00   474.00     5.00   329302
ZEP 2011 12 15 09 00 00  4371-91 P      co2     CCGG   396.700     0.070 flag  L8 2012 01 13 12 27 00  78.9067   11.8883   479.00   474.00     5.00   329299
ZEP 2011 12 15 09 00 00  4372-91 P      co2     CCGG   396.670     0.070 flag  L8 2012 01 13 12 42 00  78.9067   11.8883   479.00   474.00     5.00   329300
ZEP 2011 12 26 12 25 00  4907-91 P      co2     CCGG   396.060     0.070 flag  L8 2012 01 24 15 18 00  78.9067   11.8883   479.00   474.00     5.00   329756
ZEP 2011 12 26 12 25 00  4908-91 P      co2     CCGG   396.060     0.070 flag  L8 2012 01 24 15 33 00  78.9067   11.8883   479.00   474.00     5.00   329757
ZEP 2011 12 28 09 14 00    23-98 P      co2     CCGG   398.490     0.070 flag  L8 2012 01 24 14 47 00  78.9067   11.8883   479.00   474.00     5.00   329754
ZEP 2011 12 28 09 14 00    24-98 P      co2     CCGG   398.470     0.070 flag  L8 2012 01 24 15 02 00  78.9067   11.8883   479.00   474.00     5.00   329755
ZEP 2012 01 19 10 23 00  4925-91 P      co2     CCGG   397.060     0.070 flag  L8 2012 02 28 13 22 00  78.9067   11.8883   479.00   474.00     5.00   331531
ZEP 2012 01 19 10 23 00  4926-91 P      co2     CCGG   397.040     0.070 flag  L8 2012 02 28 13 37 00  78.9067   11.8883   479.00   474.00     5.00   331532
ZEP 2012 01 26 08 45 00   735-91 P      co2     CCGG   399.900     0.070 flag  L8 2012 02 28 13 52 00  78.9067   11.8883   479.00   474.00     5.00   331533
ZEP 2012 01 26 08 45 00   736-91 P      co2     CCGG   399.850     0.070 flag  L8 2012 02 28 14 08 00  78.9067   11.8883   479.00   474.00     5.00   331534
ZEP 2012 02 02 09 25 00   781-91 P      co2     CCGG   397.240     0.070 flag  L8 2012 03 09 12 08 00  78.9067   11.8883   479.00   474.00     5.00   332169
ZEP 2012 02 02 09 25 00   782-91 P      co2     CCGG   397.270     0.070 flag  L8 2012 03 09 12 23 00  78.9067   11.8883   479.00   474.00     5.00   332170
ZEP 2012 02 09 09 22 00   789-91 P      co2     CCGG   397.640     0.070 flag  L8 2012 03 09 11 37 00  78.9067   11.8883   479.00   474.00     5.00   332171
ZEP 2012 02 09 09 22 00   790-91 P      co2     CCGG   397.620     0.070 flag  L8 2012 03 09 11 53 00  78.9067   11.8883   479.00   474.00     5.00   332172
ZEP 2012 02 16 08 30 00   805-91 P      co2     CCGG   399.170     0.070 flag  L8 2012 04 06 14 10 00  78.9067   11.8883   479.00   474.00     5.00   333617
ZEP 2012 02 16 08 30 00   806-91 P      co2     CCGG   399.270     0.070 flag  L8 2012 04 06 14 26 00  78.9067   11.8883   479.00   474.00     5.00   333618
ZEP 2012 02 23 09 30 00   815-91 P      co2     CCGG   401.730     0.070 flag  L8 2012 04 09 14 16 00  78.9067   11.8883   479.00   474.00     5.00   333615
ZEP 2012 02 23 09 30 00   816-91 P      co2     CCGG   401.770     0.070 flag  L8 2012 04 09 14 31 00  78.9067   11.8883   479.00   474.00     5.00   333616
ZEP 2012 03 01 09 40 00  4007-91 P      co2     CCGG   400.230     0.070 flag L10 2012 05 10 11 18 00  78.9067   11.8883   479.00   474.00     5.00   334617
ZEP 2012 03 01 09 40 00  4008-91 P      co2     CCGG   400.160     0.070 flag L10 2012 05 10 11 34 00  78.9067   11.8883   479.00   474.00     5.00   334618
ZEP 2012 03 08 09 55 00   785-91 P      co2     CCGG   399.980     0.070 flag L10 2012 05 10 10 46 00  78.9067   11.8883   479.00   474.00     5.00   334619
ZEP 2012 03 08 09 55 00   786-91 P      co2     CCGG   400.070     0.070 flag L10 2012 05 10 11 02 00  78.9067   11.8883   479.00   474.00     5.00   334620
ZEP 2012 03 15 13 53 00  3163-99 P      co2     CCGG   399.590     0.070 flag  L8 2012 04 13 14 52 00  78.9067   11.8883   479.00   474.00     5.00   333874
ZEP 2012 03 15 13 53 00  3164-99 P      co2     CCGG   399.560     0.070 flag  L8 2012 04 13 15 07 00  78.9067   11.8883   479.00   474.00     5.00   333875
ZEP 2012 03 22 08 42 00  3783-99 P      co2     CCGG   399.790     0.070 flag  L8 2012 04 13 14 21 00  78.9067   11.8883   479.00   474.00     5.00   333876
ZEP 2012 03 22 08 42 00  3784-99 P      co2     CCGG   399.850     0.070 flag  L8 2012 04 13 14 37 00  78.9067   11.8883   479.00   474.00     5.00   333877
ZEP 2012 03 29 07 32 00  3923-99 P      co2     CCGG   399.000     0.070 flag  L8 2012 05 14 14 39 00  78.9067   11.8883   479.00   474.00     5.00   335042
ZEP 2012 03 29 07 32 00  3924-99 P      co2     CCGG   399.010     0.070 flag  L8 2012 05 14 14 54 00  78.9067   11.8883   479.00   474.00     5.00   335043
ZEP 2012 04 04 08 19 00  5307-99 P      co2     CCGG   399.760     0.070 flag  L8 2012 05 14 14 08 00  78.9067   11.8883   479.00   474.00     5.00   335044
ZEP 2012 04 04 08 19 00  5308-99 P      co2     CCGG   399.830     0.070 flag  L8 2012 05 14 14 23 00  78.9067   11.8883   479.00   474.00     5.00   335045
ZEP 2012 04 11 07 58 00  6023-66 P      co2     CCGG   400.450     0.070 flag  L8 2012 05 14 10 04 00  78.9067   11.8883   479.00   474.00     5.00   335104
ZEP 2012 04 11 07 58 00  6024-66 P      co2     CCGG   400.480     0.070 flag  L8 2012 05 14 10 19 00  78.9067   11.8883   479.00   474.00     5.00   335105
ZEP 2012 04 19 14 38 00  4881-99 P      co2     CCGG   400.370     0.070 flag  L8 2012 05 14 10 35 00  78.9067   11.8883   479.00   474.00     5.00   335106
ZEP 2012 04 19 14 38 00  4882-99 P      co2     CCGG   400.540     0.070 flag  L8 2012 05 14 10 50 00  78.9067   11.8883   479.00   474.00     5.00   335107
ZEP 2012 04 27 08 10 00  2855-99 P      co2     CCGG   399.790     0.070 flag L10 2012 05 30 13 33 00  78.9067   11.8883   479.00   474.00     5.00   336050
ZEP 2012 04 27 08 10 00  2856-99 P      co2     CCGG   399.760     0.070 flag L10 2012 05 30 13 49 00  78.9067   11.8883   479.00   474.00     5.00   336051
ZEP 2012 05 03 08 35 00  1521-99 P      co2     CCGG   400.570     0.070 flag L10 2012 05 30 13 01 00  78.9067   11.8883   479.00   474.00     5.00   336048
ZEP 2012 05 03 08 35 00  1522-99 P      co2     CCGG   400.400     0.070 flag L10 2012 05 30 13 17 00  78.9067   11.8883   479.00   474.00     5.00   336049
ZEP 2012 05 11 14 55 00  4253-99 P      co2     CCGG   399.950     0.070 flag  L8 2012 06 19 15 13 00  78.9067   11.8883   479.00   474.00     5.00   337025
ZEP 2012 05 11 14 55 00  4254-99 P      co2     CCGG   399.700     0.070 flag  L8 2012 06 19 15 28 00  78.9067   11.8883   479.00   474.00     5.00   337026
ZEP 2012 05 18 08 47 00  3467-99 P      co2     CCGG   399.230     0.070 flag  L8 2012 06 19 14 42 00  78.9067   11.8883   479.00   474.00     5.00   337027
ZEP 2012 05 18 08 47 00  3468-99 P      co2     CCGG   399.260     0.070 flag  L8 2012 06 19 14 58 00  78.9067   11.8883   479.00   474.00     5.00   337028
ZEP 2012 05 24 08 34 00   217-99 P      co2     CCGG   398.060     0.070 flag  L8 2012 07 23 12 50 00  78.9067   11.8883   479.00   474.00     5.00   338147
ZEP 2012 05 24 08 34 00   218-99 P      co2     CCGG   398.080     0.070 flag  L8 2012 07 23 13 05 00  78.9067   11.8883   479.00   474.00     5.00   338148
ZEP 2012 06 01 08 55 00   383-99 P      co2     CCGG   401.080     0.070 flag  L8 2012 07 23 13 20 00  78.9067   11.8883   479.00   474.00     5.00   338145
ZEP 2012 06 01 08 55 00   384-99 P      co2     CCGG   399.610     0.070 flag  L8 2012 07 23 13 35 00  78.9067   11.8883   479.00   474.00     5.00   338146
ZEP 2012 06 07 09 36 00   643-91 P      co2     CCGG   398.200     0.070 flag  L8 2012 07 20 13 29 00  78.9067   11.8883   479.00   474.00     5.00   338312
ZEP 2012 06 07 09 36 00   644-91 P      co2     CCGG   398.200     0.070 flag  L8 2012 07 20 13 44 00  78.9067   11.8883   479.00   474.00     5.00   338313
ZEP 2012 06 14 12 38 00  1713-91 P      co2     CCGG   396.800     0.070 flag  L8 2012 07 20 12 58 00  78.9067   11.8883   479.00   474.00     5.00   338314
ZEP 2012 06 14 12 38 00  1714-91 P      co2     CCGG   396.760     0.070 flag  L8 2012 07 20 13 14 00  78.9067   11.8883   479.00   474.00     5.00   338315
ZEP 2012 06 21 08 35 00   433-99 P      co2     CCGG   395.290     0.070 flag  L8 2012 07 30 14 21 00  78.9067   11.8883   479.00   474.00     5.00   338622
ZEP 2012 06 21 08 35 00   434-99 P      co2     CCGG   395.280     0.070 flag  L8 2012 07 30 14 36 00  78.9067   11.8883   479.00   474.00     5.00   338623
ZEP 2012 06 28 08 00 00  4311-99 P      co2     CCGG   394.660     0.070 flag  L8 2012 07 31 08 38 00  78.9067   11.8883   479.00   474.00     5.00   338624
ZEP 2012 06 28 08 00 00  4312-99 P      co2     CCGG   394.640     0.070 flag  L8 2012 07 31 08 54 00  78.9067   11.8883   479.00   474.00     5.00   338625
ZEP 2012 07 03 13 58 00    13-99 P      co2     CCGG   393.640     0.070 flag  L8 2012 07 26 15 44 00  78.9067   11.8883   479.00   474.00     5.00   338669
ZEP 2012 07 03 13 58 00    14-99 P      co2     CCGG   393.680     0.070 flag  L8 2012 07 26 15 59 00  78.9067   11.8883   479.00   474.00     5.00   338670
ZEP 2012 07 05 08 10 00  5165-99 P      co2     CCGG   393.500     0.070 flag  L8 2012 07 26 16 14 00  78.9067   11.8883   479.00   474.00     5.00   338667
ZEP 2012 07 05 08 10 00  5166-99 P      co2     CCGG   393.540     0.070 flag  L8 2012 07 26 16 29 00  78.9067   11.8883   479.00   474.00     5.00   338668
ZEP 2012 07 12 08 20 00  5075-99 P      co2     CCGG   388.630     0.070 flag  L8 2012 08 17 14 12 00  78.9067   11.8883   479.00   474.00     5.00   339421
ZEP 2012 07 12 08 20 00  5076-99 P      co2     CCGG   388.840     0.070 flag  L8 2012 08 17 14 28 00  78.9067   11.8883   479.00   474.00     5.00   339422
ZEP 2012 07 19 07 59 00  4649-99 P      co2     CCGG   387.800     0.070 flag  L8 2012 08 20 10 51 00  78.9067   11.8883   479.00   474.00     5.00   339419
ZEP 2012 07 19 07 59 00  4650-99 P      co2     CCGG   387.980     0.070 flag  L8 2012 08 20 11 06 00  78.9067   11.8883   479.00   474.00     5.00   339420
ZEP 2012 07 26 07 40 00   195-99 P      co2     CCGG   384.320     0.070 flag  L8 2012 09 05 11 46 00  78.9067   11.8883   479.00   474.00     5.00   340143
